mea_ddhr,aws_loc,aws_tem,aws_min_rain,aws_rain_YN,aws_wind_d,aws_wind_s,aws_spot_pr,aws_sea_pr,aws_hum,aws_sun,aws_sun_time
2016-04-06 21:00:00,616,10.1,0.0,10.0,152.4,0.5,,,86.9,,
2016-04-07 00:00:00,616,9.8,0.0,10.0,98.7,3.2,,,91.0,,
2016-04-07 03:00:00,616,9.2,0.0,10.0,87.3,3.3,,,92.3,,
2016-04-07 06:00:00,616,9.7,0.0,10.0,93.6,0.3,,,92.3,,
2016-04-07 09:00:00,616,10.5,0.0,0.0,31.8,1.4,,,92.3,,
2016-04-07 12:00:00,616,16.1,0.0,0.0,300.7,3.8,,,71.3,,
2016-04-07 15:00:00,616,17.0,0.0,0.0,320.9,4.5,,,47.2,,
2016-04-07 18:00:00,616,13.8,0.0,0.0,199.5,1.5,,,69.4,,
2016-04-07 21:00:00,616,10.6,0.0,0.0,186.7,1.0,,,90.4,,
2016-04-08 00:00:00,616,8.8,0.0,0.0,214.6,2.1,,,92.3,,
2016-04-08 03:00:00,616,7.7,0.0,0.0,256.3,1.5,,,92.3,,
2016-04-08 06:00:00,616,6.9,0.0,0.0,162.8,0.7,,,92.3,,
2016-04-08 09:00:00,616,8.4,0.0,0.0,205.0,1.3,,,92.3,,
2016-04-08 12:00:00,616,18.2,0.0,0.0,192.6,2.7,,,57.2,,
2016-04-08 15:00:00,616,16.7,0.0,0.0,221.3,4.1,,,63.0,,
2016-04-08 18:00:00,616,9.0,0.0,0.0,192.9,2.1,,,92.0,,
2016-04-08 21:00:00,616,8.1,0.0,0.0,191.3,1.5,,,92.3,,
2016-04-09 00:00:00,616,7.7,0.0,0.0,214.6,1.7,,,92.3,,
2016-04-09 03:00:00,616,7.2,0.0,0.0,209.2,0.9,,,92.3,,
2016-04-09 06:00:00,616,8.4,0.0,0.0,156.9,1.0,,,92.3,,
2016-04-09 09:00:00,616,9.3,0.0,0.0,217.9,1.2,,,92.3,,
2016-04-09 12:00:00,616,12.7,0.0,0.0,185.6,3.5,,,92.3,,
2016-04-09 15:00:00,616,17.6,0.0,0.0,238.8,3.2,,,71.8,,
2016-04-09 18:00:00,616,14.1,0.0,0.0,189.0,3.7,,,62.6,,
2016-04-09 21:00:00,616,10.7,0.0,0.0,223.4,0.6,,,79.5,,
2016-04-10 00:00:00,616,9.5,0.0,0.0,249.6,0.6,,,92.3,,
2016-04-10 03:00:00,616,10.1,0.0,0.0,183.5,0.5,,,92.3,,
2016-04-10 06:00:00,616,9.7,0.0,0.0,345.9,2.6,,,92.3,,
2016-04-10 09:00:00,616,10.0,0.0,0.0,348.2,0.3,,,92.3,,
2016-04-10 12:00:00,616,17.2,0.0,0.0,210.9,2.2,,,74.6,,
2016-04-10 15:00:00,616,18.5,0.0,0.0,323.0,3.6,,,68.2,,
2016-04-10 18:00:00,616,9.9,0.0,0.0,243.2,4.5,,,92.3,,
2016-04-10 21:00:00,616,9.2,0.0,0.0,235.8,2.7,,,92.3,,
2016-04-11 00:00:00,616,8.3,0.0,0.0,246.4,2.2,,,73.0,,
2016-04-11 03:00:00,616,6.0,0.0,0.0,4.7,0.6,,,79.7,,
2016-04-11 06:00:00,616,4.6,0.0,0.0,78.9,0.4,,,92.3,,
2016-04-11 09:00:00,616,9.8,0.0,0.0,85.9,2.6,,,68.0,,
2016-04-11 12:00:00,616,14.9,0.0,0.0,130.2,1.0,,,40.0,,
2016-04-11 15:00:00,616,17.7,0.0,0.0,347.8,2.0,,,38.5,,
2016-04-11 18:00:00,616,14.8,0.0,0.0,345.7,3.0,,,51.4,,
2016-04-11 21:00:00,616,10.4,0.0,0.0,217.2,2.2,,,72.5,,
2016-04-12 00:00:00,616,9.5,0.0,0.0,199.7,2.0,,,78.7,,
2016-04-12 03:00:00,616,8.1,0.0,0.0,165.4,0.8,,,85.6,,
2016-04-12 06:00:00,616,7.4,0.0,0.0,112.9,0.4,,,84.5,,
2016-04-12 09:00:00,616,11.7,0.0,0.0,108.1,1.4,,,66.1,,
2016-04-12 12:00:00,616,16.2,0.0,0.0,143.5,2.0,,,50.9,,
2016-04-12 15:00:00,616,18.5,0.0,0.0,356.8,4.6,,,41.1,,
2016-04-12 18:00:00,616,14.7,0.0,0.0,358.7,1.8,,,54.6,,
2016-04-12 21:00:00,616,11.2,0.0,0.0,0.0,0.1,,,63.7,,
2016-04-13 00:00:00,616,11.5,0.0,0.0,139.9,0.7,,,64.4,,
2016-04-13 03:00:00,616,12.4,0.0,0.0,146.2,0.5,,,77.0,,
2016-04-13 06:00:00,616,11.4,0.5,10.0,273.4,0.4,,,92.3,,
2016-04-13 09:00:00,616,12.0,0.0,10.0,52.2,0.9,,,92.3,,
2016-04-13 12:00:00,616,16.9,0.0,0.0,148.9,1.1,,,92.3,,
2016-04-13 15:00:00,616,18.5,0.0,0.0,29.5,2.4,,,77.8,,
2016-04-13 18:00:00,616,18.2,0.0,0.0,351.9,1.8,,,74.3,,
2016-04-13 21:00:00,616,12.4,0.0,0.0,222.8,0.9,,,92.3,,
2016-04-14 00:00:00,616,9.6,0.0,0.0,0.0,0.1,,,92.3,,
2016-04-14 03:00:00,616,8.9,0.0,0.0,313.3,1.6,,,92.3,,
2016-04-14 06:00:00,616,8.4,0.0,0.0,346.7,1.2,,,92.3,,
2016-04-14 09:00:00,616,8.2,0.0,0.0,326.3,1.2,,,92.3,,
2016-04-14 12:00:00,616,9.8,0.0,0.0,318.1,2.6,,,92.3,,
2016-04-14 15:00:00,616,14.7,0.0,0.0,321.7,0.7,,,72.2,,
2016-04-14 18:00:00,616,15.9,0.0,0.0,317.7,2.1,,,69.9,,
2016-04-14 21:00:00,616,9.0,0.0,0.0,286.9,1.1,,,92.3,,
2016-04-15 00:00:00,616,6.7,0.0,0.0,256.5,0.3,,,92.3,,
2016-04-15 03:00:00,616,4.4,0.0,0.0,145.4,1.0,,,92.3,,
2016-04-15 06:00:00,616,4.6,0.0,0.0,295.5,0.4,,,92.3,,
2016-04-15 09:00:00,616,8.1,0.0,0.0,122.0,2.3,,,92.3,,
2016-04-15 12:00:00,616,19.1,0.0,0.0,163.3,0.9,,,45.7,,
2016-04-15 15:00:00,616,22.3,0.0,0.0,198.8,3.7,,,21.3,,
2016-04-15 18:00:00,616,18.1,0.0,0.0,233.4,1.8,,,36.8,,
2016-04-15 21:00:00,616,11.5,0.0,0.0,177.9,0.5,,,65.4,,
2016-04-16 00:00:00,616,8.9,0.0,0.0,170.2,0.2,,,84.5,,
2016-04-16 03:00:00,616,7.7,0.0,0.0,130.8,0.2,,,89.5,,
2016-04-16 06:00:00,616,7.3,0.0,0.0,163.2,0.2,,,91.3,,
2016-04-16 09:00:00,616,15.7,0.0,0.0,74.5,1.4,,,47.8,,
2016-04-16 12:00:00,616,18.5,0.0,0.0,155.9,1.7,,,54.1,,
2016-04-16 15:00:00,616,18.9,0.0,0.0,157.2,4.2,,,61.1,,
2016-04-16 18:00:00,616,13.6,0.0,10.0,86.0,1.6,,,92.3,,
2016-04-16 21:00:00,616,12.8,0.0,10.0,126.0,1.9,,,92.3,,
2016-04-17 00:00:00,616,13.9,0.5,10.0,189.2,6.3,,,92.3,,
2016-04-17 03:00:00,616,9.6,0.0,10.0,207.9,5.5,,,92.3,,
2016-04-17 06:00:00,616,9.0,0.0,0.0,222.7,3.7,,,91.1,,
2016-04-17 09:00:00,616,9.8,0.0,0.0,242.6,4.4,,,87.9,,
2016-04-17 12:00:00,616,12.8,0.0,0.0,251.4,4.5,,,70.0,,
2016-04-17 15:00:00,616,14.3,0.0,0.0,291.4,5.0,,,42.8,,
2016-04-17 18:00:00,616,13.1,0.0,0.0,239.0,3.9,,,31.3,,
2016-04-17 21:00:00,616,9.5,0.0,0.0,234.8,0.9,,,54.5,,
2016-04-18 00:00:00,616,8.9,0.0,0.0,245.7,2.3,,,58.6,,
2016-04-18 03:00:00,616,8.3,0.0,0.0,207.5,1.9,,,67.4,,
2016-04-18 06:00:00,616,6.2,0.0,0.0,187.8,2.0,,,83.5,,
2016-04-18 09:00:00,616,12.4,0.0,0.0,184.1,3.0,,,53.2,,
2016-04-18 12:00:00,616,16.3,0.0,0.0,231.1,1.9,,,51.6,,
2016-04-18 15:00:00,616,14.9,0.0,0.0,228.4,2.6,,,74.5,,
2016-04-18 18:00:00,616,11.0,0.0,10.0,221.9,4.4,,,86.4,,
2016-04-18 21:00:00,616,9.2,0.0,0.0,223.6,2.3,,,85.9,,
2016-04-19 00:00:00,616,7.6,0.0,0.0,246.8,2.6,,,85.8,,
2016-04-19 03:00:00,616,6.9,0.0,0.0,220.6,1.8,,,88.1,,
2016-04-19 06:00:00,616,6.0,0.0,0.0,161.9,1.3,,,92.3,,
2016-04-19 09:00:00,616,10.2,0.0,0.0,335.3,0.9,,,79.0,,
2016-04-19 12:00:00,616,14.2,0.0,0.0,28.5,2.8,,,48.3,,
2016-04-19 15:00:00,616,17.2,0.0,0.0,318.6,2.1,,,37.9,,
2016-04-19 18:00:00,616,13.5,0.0,0.0,271.2,1.8,,,61.8,,
2016-04-19 21:00:00,616,9.7,0.0,0.0,339.2,0.8,,,79.9,,
2016-04-20 00:00:00,616,8.7,0.0,0.0,0.0,0.0,,,90.6,,
2016-04-20 03:00:00,616,7.9,0.0,0.0,134.1,0.4,,,92.3,,
2016-04-20 06:00:00,616,7.2,0.0,0.0,225.7,0.2,,,92.3,,
2016-04-20 09:00:00,616,13.3,0.0,0.0,149.3,1.0,,,52.1,,
2016-04-20 12:00:00,616,17.7,0.0,0.0,185.4,2.3,,,50.9,,
2016-04-20 15:00:00,616,15.3,0.0,0.0,154.0,1.5,,,61.9,,
2016-04-20 18:00:00,616,13.1,0.0,10.0,45.1,0.7,,,92.3,,
2016-04-20 21:00:00,616,11.4,0.0,10.0,94.2,0.9,,,92.3,,
2016-04-21 00:00:00,616,10.4,0.0,10.0,94.1,1.3,,,92.3,,
2016-04-21 03:00:00,616,10.4,0.0,10.0,108.9,0.7,,,92.3,,
2016-04-21 06:00:00,616,10.4,0.0,10.0,97.9,2.1,,,92.3,,
2016-04-21 09:00:00,616,10.8,0.0,10.0,90.2,2.5,,,92.3,,
2016-04-21 12:00:00,616,13.0,0.0,0.0,22.3,1.9,,,92.3,,
2016-04-21 15:00:00,616,17.0,0.0,0.0,15.0,1.7,,,82.1,,
2016-04-21 18:00:00,616,14.8,0.0,0.0,304.1,3.4,,,87.8,,
2016-04-21 21:00:00,616,13.0,0.0,0.0,293.1,1.6,,,92.3,,
2016-04-22 00:00:00,616,12.4,0.0,0.0,184.9,1.9,,,92.3,,
2016-04-22 03:00:00,616,11.7,0.0,0.0,195.0,1.6,,,92.3,,
2016-04-22 06:00:00,616,10.8,0.0,0.0,169.8,1.8,,,92.3,,
2016-04-22 09:00:00,616,13.5,0.0,0.0,188.0,3.1,,,90.6,,
2016-04-22 12:00:00,616,20.0,0.0,0.0,181.4,3.3,,,73.5,,
2016-04-22 15:00:00,616,15.5,0.0,0.0,215.8,3.2,,,84.1,,
2016-04-22 18:00:00,616,12.1,0.0,0.0,206.9,2.0,,,92.3,,
2016-04-22 21:00:00,616,11.1,0.0,0.0,226.7,0.9,,,92.3,,
2016-04-23 00:00:00,616,9.6,0.0,0.0,255.3,1.0,,,92.3,,
2016-04-23 03:00:00,616,8.7,0.0,0.0,27.9,0.8,,,92.3,,
2016-04-23 06:00:00,616,8.5,0.0,0.0,93.5,0.4,,,92.3,,
2016-04-23 09:00:00,616,10.5,0.0,0.0,269.2,0.3,,,92.3,,
2016-04-23 12:00:00,616,14.9,0.0,0.0,339.4,1.2,,,75.4,,
2016-04-23 15:00:00,616,17.2,0.0,0.0,352.2,3.1,,,49.0,,
2016-04-23 18:00:00,616,14.6,0.0,0.0,339.5,1.2,,,46.9,,
2016-04-23 21:00:00,616,10.9,0.0,0.0,234.8,0.1,,,47.9,,
2016-04-24 00:00:00,616,6.8,0.0,0.0,224.8,1.1,,,73.5,,
2016-04-24 03:00:00,616,6.2,0.0,0.0,0.0,0.0,,,71.8,,
2016-04-24 06:00:00,616,5.4,0.0,0.0,0.0,0.0,,,83.1,,
2016-04-24 09:00:00,616,12.3,0.0,0.0,97.7,1.2,,,69.0,,
2016-04-24 12:00:00,616,17.3,0.0,0.0,46.2,1.9,,,33.1,,
2016-04-24 15:00:00,616,20.8,0.0,0.0,19.1,3.3,,,31.5,,
2016-04-24 18:00:00,616,18.3,0.0,0.0,293.6,2.7,,,36.0,,
2016-04-24 21:00:00,616,10.8,0.0,0.0,216.4,0.1,,,67.5,,
2016-04-25 00:00:00,616,8.1,0.0,0.0,213.7,0.4,,,80.6,,
2016-04-25 03:00:00,616,7.2,0.0,0.0,144.2,0.2,,,69.8,,
2016-04-25 06:00:00,616,7.5,0.0,0.0,65.9,0.2,,,67.5,,
2016-04-25 09:00:00,616,14.7,0.0,0.0,315.5,0.4,,,47.3,,
2016-04-25 12:00:00,616,20.4,0.0,0.0,3.6,1.6,,,30.3,,
2016-04-25 15:00:00,616,22.8,0.0,0.0,349.1,4.5,,,24.9,,
2016-04-25 18:00:00,616,18.4,0.0,0.0,328.1,1.6,,,26.2,,
2016-04-25 21:00:00,616,12.2,0.0,0.0,214.5,0.4,,,42.8,,
2016-04-26 00:00:00,616,10.2,0.0,0.0,217.0,0.6,,,52.0,,
2016-04-26 03:00:00,616,8.6,0.0,0.0,0.0,0.0,,,55.4,,
2016-04-26 06:00:00,616,8.0,0.0,0.0,0.0,0.0,,,61.5,,
2016-04-26 09:00:00,616,16.2,0.0,0.0,280.4,1.4,,,54.5,,
2016-04-26 12:00:00,616,23.7,0.0,0.0,57.2,2.4,,,33.1,,
2016-04-26 15:00:00,616,25.6,0.0,0.0,359.0,2.6,,,34.2,,
2016-04-26 18:00:00,616,21.0,0.0,0.0,246.9,1.8,,,56.6,,
2016-04-26 21:00:00,616,18.0,0.0,0.0,202.4,1.9,,,65.6,,
2016-04-27 00:00:00,616,15.8,0.0,0.0,210.3,0.3,,,72.9,,
2016-04-27 03:00:00,616,14.8,0.0,0.0,234.1,0.3,,,79.5,,
2016-04-27 06:00:00,616,16.5,0.0,0.0,96.6,1.6,,,47.8,,
2016-04-27 09:00:00,616,16.1,0.0,0.0,71.9,1.4,,,45.2,,
2016-04-27 12:00:00,616,16.6,0.0,0.0,135.2,2.3,,,48.9,,
2016-04-27 15:00:00,616,14.4,0.0,10.0,97.6,1.6,,,80.6,,
2016-04-27 18:00:00,616,12.2,0.0,10.0,62.8,3.0,,,88.1,,
2016-04-27 21:00:00,616,12.1,0.0,0.0,74.0,0.8,,,87.4,,
2016-04-28 00:00:00,616,11.4,0.0,0.0,0.0,0.0,,,91.9,,
2016-04-28 03:00:00,616,11.4,0.0,0.0,101.7,0.8,,,82.7,,
2016-04-28 06:00:00,616,10.3,0.0,0.0,229.3,0.4,,,85.5,,
2016-04-28 09:00:00,616,14.1,0.0,0.0,143.3,0.9,,,67.5,,
2016-04-28 12:00:00,616,18.9,0.0,0.0,318.7,3.0,,,45.5,,
2016-04-28 15:00:00,616,19.4,0.0,0.0,276.5,2.7,,,34.6,,
2016-04-28 18:00:00,616,17.5,0.0,0.0,263.5,1.1,,,42.3,,
2016-04-28 21:00:00,616,11.4,0.0,0.0,219.8,2.2,,,85.8,,
2016-04-29 00:00:00,616,9.9,0.0,0.0,201.7,3.4,,,91.8,,
2016-04-29 03:00:00,616,8.3,0.0,0.0,141.7,0.8,,,92.3,,
2016-04-29 06:00:00,616,7.4,0.0,0.0,82.6,0.3,,,92.3,,
2016-04-29 09:00:00,616,14.6,0.0,0.0,220.4,1.9,,,66.4,,
2016-04-29 12:00:00,616,18.2,0.0,0.0,160.9,1.2,,,46.1,,
2016-04-29 15:00:00,616,19.8,0.0,0.0,232.1,2.6,,,51.2,,
2016-04-29 18:00:00,616,17.1,0.0,0.0,251.1,2.3,,,60.9,,
2016-04-29 21:00:00,616,11.7,0.0,0.0,215.4,2.0,,,83.9,,
2016-04-30 00:00:00,616,10.2,0.0,0.0,194.7,2.3,,,92.3,,
2016-04-30 03:00:00,616,9.5,0.0,0.0,149.6,1.9,,,85.5,,
2016-04-30 06:00:00,616,11.2,0.0,0.0,158.2,1.8,,,64.0,,
2016-04-30 09:00:00,616,16.2,0.0,0.0,181.6,3.1,,,47.2,,
2016-04-30 12:00:00,616,20.1,0.0,0.0,227.3,3.3,,,39.8,,
2016-04-30 15:00:00,616,20.4,0.0,0.0,205.3,4.5,,,37.6,,
2016-04-30 18:00:00,616,16.9,0.0,0.0,208.3,1.5,,,48.1,,
2016-04-30 21:00:00,616,14.3,0.0,0.0,187.3,2.0,,,53.0,,
2016-05-01 00:00:00,616,14.4,0.0,0.0,192.5,3.0,,,47.2,,
2016-05-01 03:00:00,616,14.3,0.0,0.0,198.4,3.4,,,45.8,,
2016-05-01 06:00:00,616,14.6,0.0,0.0,180.7,3.1,,,41.9,,
2016-05-01 09:00:00,616,17.6,0.0,0.0,188.7,3.9,,,36.2,,
2016-05-01 12:00:00,616,22.1,0.0,0.0,191.8,4.0,,,27.7,,
2016-05-01 15:00:00,616,22.7,0.0,0.0,219.3,2.9,,,32.6,,
2016-05-01 18:00:00,616,20.0,0.0,0.0,188.1,2.5,,,42.9,,
2016-05-01 21:00:00,616,16.5,0.0,0.0,96.0,0.9,,,79.1,,
2016-05-02 00:00:00,616,17.1,0.0,0.0,150.6,1.3,,,79.8,,
2016-05-02 03:00:00,616,15.6,0.0,0.0,284.6,0.3,,,90.8,,
2016-05-02 06:00:00,616,13.5,0.0,0.0,0.0,0.0,,,92.3,,
2016-05-02 09:00:00,616,21.1,0.0,0.0,115.7,1.7,,,57.5,,
2016-05-02 12:00:00,616,26.5,0.0,0.0,115.4,1.9,,,45.0,,
2016-05-02 15:00:00,616,25.0,0.0,0.0,174.2,2.1,,,44.0,,
2016-05-02 18:00:00,616,18.8,0.0,10.0,179.9,1.7,,,90.6,,
2016-05-02 21:00:00,616,16.8,0.0,10.0,167.5,2.3,,,92.3,,
2016-05-03 00:00:00,616,16.7,0.0,0.0,123.3,2.4,,,92.3,,
2016-05-03 03:00:00,616,17.5,0.0,10.0,145.6,4.4,,,92.3,,
2016-05-03 06:00:00,616,17.5,0.0,10.0,188.8,2.6,,,92.3,,
2016-05-03 09:00:00,616,16.4,0.5,10.0,177.8,4.4,,,92.3,,
2016-05-03 12:00:00,616,11.4,0.0,10.0,203.8,2.9,,,92.3,,
2016-05-03 15:00:00,616,11.4,0.0,0.0,261.0,4.0,,,88.8,,
2016-05-03 18:00:00,616,10.7,0.0,0.0,245.8,3.6,,,79.0,,
2016-05-03 21:00:00,616,10.4,0.0,0.0,232.9,4.1,,,78.0,,
2016-05-04 00:00:00,616,11.4,0.0,0.0,233.0,5.9,,,67.5,,
2016-05-04 03:00:00,616,12.8,0.0,0.0,237.3,6.1,,,57.3,,
2016-05-04 06:00:00,616,13.2,0.0,0.0,224.7,3.5,,,55.5,,
2016-05-04 09:00:00,616,17.7,0.0,0.0,230.5,4.3,,,42.5,,
2016-05-04 12:00:00,616,20.8,0.0,0.0,275.1,5.1,,,24.1,,
2016-05-04 15:00:00,616,18.6,0.0,0.0,287.1,3.4,,,38.9,,
2016-05-04 18:00:00,616,17.2,0.0,0.0,296.3,2.8,,,33.9,,
2016-05-04 21:00:00,616,13.7,0.0,0.0,219.4,1.6,,,46.5,,
2016-05-05 00:00:00,616,10.7,0.0,0.0,189.8,3.2,,,84.7,,
2016-05-05 03:00:00,616,10.1,0.0,0.0,209.2,2.4,,,84.6,,
2016-05-05 06:00:00,616,8.1,0.0,0.0,119.9,0.2,,,92.3,,
2016-05-05 09:00:00,616,17.0,0.0,0.0,50.0,1.8,,,53.0,,
2016-05-05 12:00:00,616,23.3,0.0,0.0,142.9,1.5,,,36.2,,
2016-05-05 15:00:00,616,25.6,0.0,0.0,205.4,2.9,,,26.0,,
2016-05-05 18:00:00,616,22.9,0.0,0.0,177.5,2.2,,,53.4,,
2016-05-05 21:00:00,616,21.4,0.0,0.0,159.6,3.2,,,56.8,,
2016-05-06 00:00:00,616,18.2,0.0,0.0,170.7,1.2,,,74.9,,
2016-05-06 03:00:00,616,16.2,0.0,0.0,240.3,1.5,,,89.3,,
2016-05-06 06:00:00,616,17.0,0.0,0.0,215.1,1.0,,,89.4,,
2016-05-06 09:00:00,616,18.8,0.0,0.0,206.7,1.0,,,86.1,,
2016-05-06 12:00:00,616,20.0,0.0,0.0,210.3,1.2,,,84.6,,
2016-05-06 15:00:00,616,16.6,0.0,0.0,212.7,3.2,,,92.3,,
2016-05-06 18:00:00,616,13.4,0.0,0.0,229.4,1.7,,,92.3,,
2016-05-06 21:00:00,616,11.3,0.0,0.0,244.0,1.3,,,92.3,,
2016-05-07 00:00:00,616,10.2,0.0,0.0,220.7,1.8,,,92.3,,
2016-05-07 03:00:00,616,9.3,0.0,0.0,223.6,1.9,,,92.3,,
2016-05-07 06:00:00,616,8.6,0.0,0.0,208.7,3.8,,,92.3,,
2016-05-07 09:00:00,616,15.1,0.0,0.0,237.8,2.8,,,68.2,,
2016-05-07 12:00:00,616,19.6,0.0,0.0,310.5,3.0,,,35.4,,
2016-05-07 15:00:00,616,19.8,0.0,0.0,325.8,3.3,,,37.1,,
2016-05-07 18:00:00,616,16.5,0.0,0.0,248.5,1.8,,,51.6,,
2016-05-07 21:00:00,616,13.2,0.0,0.0,223.0,1.7,,,66.7,,
2016-05-08 00:00:00,616,10.9,0.0,0.0,220.9,0.6,,,87.3,,
2016-05-08 03:00:00,616,8.5,0.0,0.0,179.7,0.9,,,92.3,,
2016-05-08 06:00:00,616,8.0,0.0,0.0,192.7,0.3,,,92.3,,
2016-05-08 09:00:00,616,16.0,0.0,0.0,86.3,2.1,,,66.0,,
2016-05-08 12:00:00,616,23.1,0.0,0.0,127.8,1.2,,,32.7,,
2016-05-08 15:00:00,616,24.7,0.0,0.0,230.5,1.4,,,25.8,,
2016-05-08 18:00:00,616,20.7,0.0,0.0,194.9,1.1,,,40.7,,
2016-05-08 21:00:00,616,15.2,0.0,0.0,0.0,0.0,,,79.2,,
2016-05-09 00:00:00,616,13.7,0.0,0.0,221.9,0.5,,,78.4,,
2016-05-09 03:00:00,616,13.2,0.0,0.0,221.5,0.5,,,75.0,,
2016-05-09 06:00:00,616,11.0,0.0,0.0,168.2,0.5,,,92.0,,
2016-05-09 09:00:00,616,17.0,0.0,0.0,353.7,0.4,,,72.6,,
2016-05-09 12:00:00,616,21.5,0.0,0.0,25.7,1.6,,,31.6,,
2016-05-09 15:00:00,616,22.2,0.0,0.0,320.7,3.1,,,36.1,,
2016-05-09 18:00:00,616,17.5,0.0,0.0,330.0,2.4,,,57.7,,
2016-05-09 21:00:00,616,15.6,0.0,0.0,278.0,0.8,,,74.8,,
2016-05-10 00:00:00,616,14.8,0.0,10.0,318.3,2.0,,,79.7,,
2016-05-10 03:00:00,616,14.6,0.0,10.0,325.8,1.2,,,75.3,,
2016-05-10 06:00:00,616,12.1,0.0,10.0,332.8,1.4,,,87.7,,
2016-05-10 09:00:00,616,11.9,0.5,10.0,359.3,2.0,,,92.3,,
2016-05-10 12:00:00,616,13.6,0.5,10.0,56.9,1.8,,,92.3,,
2016-05-10 15:00:00,616,14.8,0.0,0.0,82.2,2.0,,,92.3,,
2016-05-10 18:00:00,616,14.3,0.0,0.0,34.0,1.7,,,88.4,,
2016-05-10 21:00:00,616,13.0,0.0,0.0,164.4,0.3,,,92.3,,
2016-05-11 00:00:00,616,12.4,0.0,0.0,0.0,0.0,,,92.3,,
